water flow;water level;risque level,_high;risque level,_low;risque level,_mediam;risque level,_very high;Materiel Ressource,_Vehicle;Materiel Ressource,_Zodiac;Human Ressource,_Crisis cell;Human Ressource,_DDE;Human Ressource,_Firefighters;Human Ressource,_Gendarme;Human Ressource,_Mayor;Human Ressource,_Prefet
6100.0;9.8;False;False;False;True;False;False;True;False;False;False;False;False
6300.0;9.9;False;False;False;True;False;False;False;False;False;False;False;True
6500.0;10.0;False;False;False;True;False;False;False;False;False;False;False;True
6600.0;10.1;False;False;False;True;False;False;False;False;False;False;True;False
6800.0;10.2;False;False;False;True;False;True;False;False;True;False;False;False
4600.0;10.4;False;False;False;True;False;False;True;False;False;False;False;False
4700.0;10.5;False;False;False;True;False;False;False;False;False;False;False;True
4700.0;10.6;False;False;False;True;False;False;False;False;False;False;False;True
4800.0;10.7;False;False;False;True;False;False;False;False;False;False;True;False
4900.0;10.8;False;False;False;True;False;True;False;False;True;False;False;False
4750.0;11.0;False;False;False;True;False;False;True;False;False;False;False;False
4950.0;11.1;False;False;False;True;False;False;False;False;False;False;False;True
5150.0;11.2;False;False;False;True;False;False;False;False;False;False;True;False
5150.0;11.3;False;False;False;True;False;False;False;False;False;False;False;True
5150.0;11.4;False;False;False;True;False;True;False;False;True;False;False;False
4500.0;11.6;False;False;False;True;False;False;True;False;False;False;False;False
4700.0;11.7;False;False;False;True;False;False;False;False;False;False;False;True
4700.0;11.8;False;False;False;True;False;False;False;False;False;False;True;False
4800.0;11.9;False;False;False;True;False;False;False;False;False;False;False;True
4900.0;12.0;False;False;False;True;False;True;False;False;True;False;False;False
4350.0;12.2;False;False;False;True;False;False;True;False;False;False;False;False
4750.0;12.3;False;False;False;True;False;False;False;False;False;False;False;True
4950.0;12.4;False;False;False;True;False;False;False;False;False;False;False;True
4950.0;12.5;False;False;False;True;False;False;False;False;False;False;True;False
5050.0;12.6;False;False;False;True;False;True;False;False;True;False;False;False
3550.0;5.6;False;False;False;True;False;False;True;False;False;False;False;False
3650.0;5.4;True;False;False;False;False;False;False;False;False;False;False;True
3650.0;5.5;True;False;False;False;False;False;False;False;False;False;True;False
3750.0;5.2;True;False;False;False;False;False;False;False;False;False;False;True
3850.0;5.3;True;False;False;False;False;True;False;False;True;False;False;False
910.0;1.2;False;True;False;False;False;False;False;True;False;False;False;False
910.0;1.3;False;True;False;False;False;False;True;False;False;False;False;False
910.0;1.4;False;True;False;False;False;False;True;False;False;False;False;False
910.0;1.4;False;True;False;False;False;False;True;False;False;False;False;False
550.0;0.5;False;True;False;False;False;False;True;False;False;False;False;False
3800.0;5.5;True;False;False;False;False;False;True;False;False;False;False;False
3700.0;5.6;False;False;False;True;False;False;False;False;False;False;False;True
3900.0;5.7;False;False;False;True;False;False;False;False;False;False;False;True
3900.0;5.3;True;False;False;False;False;False;False;False;False;False;True;False
4000.0;5.4;True;False;False;False;False;True;False;False;True;False;False;False
3650.0;5.6;False;False;False;True;False;False;True;False;False;False;False;False
3750.0;5.7;False;False;False;True;False;False;False;False;False;False;False;True
3650.0;5.8;False;False;False;True;False;False;False;False;False;False;True;False
3950.0;5.9;False;False;False;True;False;False;False;False;False;False;False;True
3950.0;5.4;True;False;False;False;False;False;False;False;False;True;False;False
3700.0;5.6;False;False;False;True;False;False;True;False;False;False;False;False
3900.0;5.7;False;False;False;True;False;False;False;False;False;False;False;True
4100.0;5.8;False;False;False;True;False;False;False;False;False;False;True;False
4100.0;5.9;False;False;False;True;False;False;False;False;False;False;False;True
4100.0;5.2;True;False;False;False;False;True;False;False;True;False;False;False
5790.0;5.8;False;False;False;True;False;False;True;False;False;False;False;False
5890.0;5.9;False;False;False;True;False;False;False;False;False;False;False;True
5990.0;6.0;False;False;False;True;False;False;False;False;False;False;False;True
6090.0;6.1;False;False;False;True;False;False;False;False;False;False;True;False
6290.0;5.2;True;False;False;False;False;True;False;False;True;False;False;False
5700.0;7.0;False;False;False;True;False;False;True;False;False;False;False;False
5900.0;7.1;False;False;False;True;False;False;False;False;False;False;False;True
6100.0;7.2;False;False;False;True;False;False;False;False;False;False;True;False
6200.0;7.3;False;False;False;True;False;False;False;False;False;False;False;True
6300.0;5.0;True;False;False;False;False;True;False;False;True;False;False;False
6000.0;5.8;False;False;False;True;False;False;True;False;False;False;False;False
6500.0;5.9;False;False;False;True;False;False;False;False;False;False;False;True
6800.0;6.0;False;False;False;True;False;False;False;False;False;False;True;False
6900.0;6.1;False;False;False;True;False;False;False;False;False;False;False;True
7100.0;5.5;True;False;False;False;False;True;False;False;True;False;False;False
6100.0;5.6;False;False;False;True;False;False;True;False;False;False;False;False
6300.0;5.7;False;False;False;True;False;False;False;False;False;False;False;True
6500.0;5.8;False;False;False;True;False;False;False;False;False;False;False;True
6600.0;5.9;False;False;False;True;False;False;False;False;False;False;True;False
6800.0;5.4;True;False;False;False;False;True;False;False;True;False;False;False
4600.0;5.6;False;False;False;True;False;False;True;False;False;False;False;False
4700.0;5.7;False;False;False;True;False;False;False;False;False;False;False;True
4700.0;5.8;False;False;False;True;False;False;False;False;False;False;False;True
4800.0;5.9;False;False;False;True;False;False;False;False;False;False;True;False
4900.0;5.1;True;False;False;False;False;True;False;False;True;False;False;False
4750.0;5.6;False;False;False;True;False;False;True;False;False;False;False;False
4950.0;5.7;False;False;False;True;False;False;False;False;False;False;False;True
5150.0;5.8;False;False;False;True;False;False;False;False;False;False;True;False
5150.0;5.9;False;False;False;True;False;False;False;False;False;False;False;True
5150.0;4.5;True;False;False;False;False;True;False;False;True;False;False;False
4500.0;5.7;False;False;False;True;False;False;True;False;False;False;False;False
4700.0;5.8;False;False;False;True;False;False;False;False;False;False;False;True
4700.0;5.9;False;False;False;True;False;False;False;False;False;False;True;False
4800.0;6.0;False;False;False;True;False;False;False;False;False;False;False;True
4900.0;4.9;True;False;False;False;False;True;False;False;True;False;False;False
590.0;0.6;False;True;False;False;False;False;False;True;False;False;False;False
630.0;0.7;False;True;False;False;False;False;True;False;False;False;False;False
670.0;0.8;False;True;False;False;False;False;True;False;False;False;False;False
710.0;0.9;False;True;False;False;False;False;True;False;False;False;False;False
790.0;1.1;False;True;False;False;False;False;True;False;False;False;False;False
4350.0;5.9;False;False;False;True;False;False;True;False;False;False;False;False
4750.0;6.0;False;False;False;True;False;False;False;False;False;False;False;True
4950.0;6.1;False;False;False;True;False;False;False;False;False;False;False;True
4950.0;6.2;False;False;False;True;False;False;False;False;False;False;True;False
5050.0;4.8;True;False;False;False;False;True;False;False;True;False;False;False
830.0;1.2;False;True;False;False;False;False;False;True;False;False;False;False
870.0;1.3;False;True;False;False;False;False;True;False;False;False;False;False
910.0;1.4;False;True;False;False;False;False;True;False;False;False;False;False
950.0;1.5;False;True;False;False;False;False;True;False;False;False;False;False
820.0;1.2;False;True;False;False;False;False;True;False;False;False;False;False
860.0;1.3;False;True;False;False;False;False;False;True;False;False;False;False
900.0;1.4;False;True;False;False;False;False;True;False;False;False;False;False
940.0;1.5;False;True;False;False;False;False;True;False;False;False;False;False
980.0;1.6;False;True;False;False;False;False;True;False;False;False;False;False
550.0;0.5;False;True;False;False;False;False;True;False;False;False;False;False
590.0;0.6;False;True;False;False;False;False;False;True;False;False;False;False
630.0;0.7;False;True;False;False;False;False;True;False;False;False;False;False
670.0;0.8;False;True;False;False;False;False;True;False;False;False;False;False
710.0;0.9;False;True;False;False;False;False;True;False;False;False;False;False
790.0;1.1;False;True;False;False;False;False;True;False;False;False;False;False
730.0;0.65;False;True;False;False;False;False;True;False;False;False;False;False
830.0;0.75;False;True;False;False;False;False;False;True;False;False;False;False
830.0;0.8;False;True;False;False;False;False;True;False;False;False;False;False
830.0;0.8;False;True;False;False;False;False;True;False;False;False;False;False
830.0;0.8;False;True;False;False;False;False;True;False;False;False;False;False
530.0;0.45;False;True;False;False;False;False;True;False;False;False;False;False
730.0;0.65;False;True;False;False;False;False;False;True;False;False;False;False
930.0;0.85;False;True;False;False;False;False;True;False;False;False;False;False
1230.0;1.15;False;True;False;False;False;False;True;False;False;False;False;False
1230.0;1.15;False;True;False;False;False;False;True;False;False;False;False;False
730.0;0.65;False;True;False;False;False;False;True;False;False;False;False;False
830.0;0.75;False;True;False;False;False;False;False;True;False;False;False;False
830.0;0.75;False;True;False;False;False;False;True;False;False;False;False;False
930.0;0.85;False;True;False;False;False;False;True;False;False;False;False;False
930.0;0.85;False;True;False;False;False;False;True;False;False;False;False;False
530.0;0.45;False;False;True;False;False;False;True;False;False;False;False;False
630.0;0.55;False;True;False;False;False;False;False;True;False;False;False;False
830.0;0.75;False;True;False;False;False;False;True;False;False;False;False;False
830.0;0.75;False;True;False;False;False;False;True;False;False;False;False;False
830.0;0.75;False;True;False;False;False;False;True;False;False;False;False;False
730.0;0.65;False;True;False;False;False;False;True;False;False;False;False;False
830.0;0.75;False;True;False;False;False;False;False;True;False;False;False;False
830.0;0.8;False;True;False;False;False;False;True;False;False;False;False;False
830.0;0.8;False;True;False;False;False;False;True;False;False;False;False;False
830.0;0.8;False;True;False;False;False;False;True;False;False;False;False;False
755.0;0.75;False;True;False;False;False;False;True;False;False;False;False;False
855.0;0.85;False;True;False;False;False;False;False;True;False;False;False;False
855.0;0.9;False;True;False;False;False;False;True;False;False;False;False;False
855.0;0.9;False;True;False;False;False;False;True;False;False;False;False;False
855.0;0.9;False;True;False;False;False;False;True;False;False;False;False;False
830.0;1.2;False;True;False;False;False;False;False;True;False;False;False;False
870.0;1.3;False;True;False;False;False;False;True;False;False;False;False;False
910.0;1.4;False;True;False;False;False;False;True;False;False;False;False;False
950.0;1.5;False;True;False;False;False;False;True;False;False;False;False;False
1450.0;2.2;False;False;True;False;False;False;True;False;False;False;False;False
730.0;0.85;False;True;False;False;False;False;True;False;False;False;False;False
830.0;0.95;False;True;False;False;False;False;False;True;False;False;False;False
830.0;1.05;False;True;False;False;False;False;True;False;False;False;False;False
830.0;1.15;False;True;False;False;False;False;True;False;False;False;False;False
830.0;1.15;False;True;False;False;False;False;True;False;False;False;False;False
760.0;0.95;False;True;False;False;False;False;True;False;False;False;False;False
860.0;1.05;False;True;False;False;False;False;False;True;False;False;False;False
860.0;1.15;False;True;False;False;False;False;True;False;False;False;False;False
860.0;1.25;False;True;False;False;False;False;True;False;False;False;False;False
860.0;1.25;False;True;False;False;False;False;True;False;False;False;False;False
790.0;1.05;False;True;False;False;False;False;True;False;False;False;False;False
890.0;1.15;False;True;False;False;False;False;False;True;False;False;False;False
890.0;1.25;False;True;False;False;False;False;True;False;False;False;False;False
890.0;1.35;False;True;False;False;False;False;True;False;False;False;False;False
890.0;1.35;False;True;False;False;False;False;True;False;False;False;False;False
530.0;0.45;False;True;False;False;False;False;True;False;False;False;False;False
570.0;0.55;False;True;False;False;False;False;False;True;False;False;False;False
610.0;0.65;False;True;False;False;False;False;True;False;False;False;False;False
650.0;0.75;False;True;False;False;False;False;True;False;False;False;False;False
690.0;0.85;False;True;False;False;False;False;True;False;False;False;False;False
770.0;1.05;False;True;False;False;False;False;True;False;False;False;False;False
810.0;1.15;False;True;False;False;False;False;False;True;False;False;False;False
850.0;1.25;False;True;False;False;False;False;True;False;False;False;False;False
890.0;1.35;False;True;False;False;False;False;True;False;False;False;False;False
930.0;1.45;False;True;False;False;False;False;True;False;False;False;False;False
1010.0;1.65;False;True;False;False;False;False;True;False;False;False;False;False
1050.0;1.75;False;True;False;False;False;False;False;True;False;False;False;False
1090.0;1.85;False;True;False;False;False;False;True;False;False;False;False;False
855.0;1.95;False;False;True;False;False;False;True;False;False;False;False;False
855.0;2.05;False;False;True;False;False;False;True;False;False;False;False;False
730.0;0.65;False;True;False;False;False;False;True;False;False;False;False;False
830.0;0.75;False;True;False;False;False;False;False;True;False;False;False;False
830.0;0.8;False;True;False;False;False;False;True;False;False;False;False;False
830.0;0.8;False;True;False;False;False;False;True;False;False;False;False;False
830.0;0.8;False;True;False;False;False;False;True;False;False;False;False;False
530.0;0.45;False;True;False;False;False;False;True;False;False;False;False;False
730.0;0.65;False;True;False;False;False;False;False;True;False;False;False;False
930.0;0.85;False;True;False;False;False;False;True;False;False;False;False;False
1230.0;1.15;False;True;False;False;False;False;True;False;False;False;False;False
1230.0;1.15;False;True;False;False;False;False;True;False;False;False;False;False
730.0;0.65;False;True;False;False;False;False;True;False;False;False;False;False
830.0;0.75;False;True;False;False;False;False;False;True;False;False;False;False
830.0;0.75;False;True;False;False;False;False;True;False;False;False;False;False
930.0;0.85;False;True;False;False;False;False;True;False;False;False;False;False
930.0;0.85;False;True;False;False;False;False;True;False;False;False;False;False
530.0;0.45;False;True;False;False;False;False;True;False;False;False;False;False
630.0;0.55;False;True;False;False;False;False;False;True;False;False;False;False
830.0;0.75;False;True;False;False;False;False;True;False;False;False;False;False
830.0;0.75;False;True;False;False;False;False;True;False;False;False;False;False
830.0;0.75;False;True;False;False;False;False;True;False;False;False;False;False
1650.0;2.4;False;False;True;False;False;False;False;False;False;False;True;False
950.0;2.6;False;False;True;False;False;False;False;False;False;False;False;True
1150.0;2.8;False;False;True;False;False;False;False;True;False;False;False;False
1250.0;3.0;False;False;True;False;False;False;False;True;False;False;False;False
750.0;1.9;False;True;False;False;False;False;True;False;False;False;False;False
730.0;0.65;False;True;False;False;False;False;True;False;False;False;False;False
830.0;0.75;False;True;False;False;False;False;False;True;False;False;False;False
830.0;0.8;False;True;False;False;False;False;True;False;False;False;False;False
830.0;0.8;False;True;False;False;False;False;True;False;False;False;False;False
830.0;0.8;False;True;False;False;False;False;True;False;False;False;False;False
755.0;0.75;False;True;False;False;False;False;True;False;False;False;False;False
855.0;0.85;False;True;False;False;False;False;False;True;False;False;False;False
855.0;0.9;False;True;False;False;False;False;True;False;False;False;False;False
855.0;0.9;False;True;False;False;False;False;True;False;False;False;False;False
855.0;0.9;False;True;False;False;False;False;True;False;False;False;False;False
730.0;0.85;False;True;False;False;False;False;True;False;False;False;False;False
830.0;0.95;False;True;False;False;False;False;False;True;False;False;False;False
830.0;1.05;False;True;False;False;False;False;True;False;False;False;False;False
830.0;1.15;False;True;False;False;False;False;True;False;False;False;False;False
830.0;1.15;False;True;False;False;False;False;True;False;False;False;False;False
760.0;0.95;False;True;False;False;False;False;True;False;False;False;False;False
860.0;1.05;False;True;False;False;False;False;False;True;False;False;False;False
860.0;1.15;False;True;False;False;False;False;True;False;False;False;False;False
860.0;1.25;False;True;False;False;False;False;True;False;False;False;False;False
860.0;1.25;False;True;False;False;False;False;True;False;False;False;False;False
790.0;1.05;False;True;False;False;False;False;True;False;False;False;False;False
890.0;1.15;False;True;False;False;False;False;False;True;False;False;False;False
890.0;1.25;False;True;False;False;False;False;True;False;False;False;False;False
890.0;1.35;False;True;False;False;False;False;True;False;False;False;False;False
890.0;1.35;False;True;False;False;False;False;True;False;False;False;False;False
530.0;0.45;False;True;False;False;False;False;True;False;False;False;False;False
570.0;0.55;False;True;False;False;False;False;False;True;False;False;False;False
610.0;0.65;False;True;False;False;False;False;True;False;False;False;False;False
650.0;0.75;False;True;False;False;False;False;True;False;False;False;False;False
690.0;0.85;False;True;False;False;False;False;True;False;False;False;False;False
770.0;1.05;False;True;False;False;False;False;True;False;False;False;False;False
810.0;1.15;False;True;False;False;False;False;False;True;False;False;False;False
850.0;1.25;False;True;False;False;False;False;True;False;False;False;False;False
890.0;1.35;False;True;False;False;False;False;True;False;False;False;False;False
930.0;1.45;False;True;False;False;False;False;True;False;False;False;False;False
800.0;1.15;False;True;False;False;False;False;True;False;False;False;False;False
840.0;1.25;False;True;False;False;False;False;False;True;False;False;False;False
880.0;1.35;False;True;False;False;False;False;True;False;False;False;False;False
920.0;1.45;False;True;False;False;False;False;True;False;False;False;False;False
960.0;1.55;False;True;False;False;False;False;True;False;False;False;False;False
530.0;0.45;False;True;False;False;False;False;True;False;False;False;False;False
570.0;0.55;False;True;False;False;False;False;False;True;False;False;False;False
610.0;0.65;False;True;False;False;False;False;True;False;False;False;False;False
650.0;0.75;False;True;False;False;False;False;True;False;False;False;False;False
690.0;0.85;False;True;False;False;False;False;True;False;False;False;False;False
770.0;1.05;False;True;False;False;False;False;True;False;False;False;False;False
810.0;1.15;False;True;False;False;False;False;False;True;False;False;False;False
850.0;1.25;False;True;False;False;False;False;True;False;False;False;False;False
890.0;1.35;False;True;False;False;False;False;True;False;False;False;False;False
930.0;1.45;False;True;False;False;False;False;True;False;False;False;False;False
950.0;1.8;False;True;False;False;False;False;False;True;False;False;False;False
1050.0;1.9;False;True;False;False;False;False;True;False;False;False;False;False
1150.0;2.0;False;False;True;False;False;False;True;False;False;False;False;False
1250.0;2.1;False;False;True;False;False;False;False;False;False;False;False;True
1350.0;2.1;False;False;True;False;False;False;True;False;False;False;False;False
1430.0;2.15;False;False;True;False;False;False;True;False;False;False;False;False
1630.0;2.35;False;False;True;False;False;False;False;False;False;False;True;False
930.0;2.55;False;False;True;False;False;False;False;False;False;False;False;True
1130.0;2.75;False;False;True;False;False;False;False;True;False;False;False;False
1230.0;2.95;False;False;True;False;False;False;False;True;False;False;False;False
730.0;1.85;False;True;False;False;False;False;True;False;False;False;False;False
930.0;1.75;False;True;False;False;False;False;False;True;False;False;False;False
1030.0;1.85;False;True;False;False;False;False;True;False;False;False;False;False
1130.0;1.95;False;False;True;False;False;False;True;False;False;False;False;False
1230.0;2.05;False;False;True;False;False;False;False;False;False;False;False;True
1330.0;2.05;False;False;True;False;False;False;True;False;False;False;False;False
1430.0;2.85;False;False;True;False;False;False;False;False;False;False;True;False
1630.0;2.85;False;False;True;False;False;False;False;False;False;False;False;True
930.0;2.85;False;False;True;False;False;False;False;True;False;False;False;False
1530.0;2.85;False;False;True;False;False;False;False;True;False;False;False;False
1730.0;2.15;False;False;True;False;False;False;True;False;False;False;False;False
1030.0;2.95;False;False;True;False;False;False;False;False;False;False;True;False
1230.0;2.95;False;False;True;False;False;False;False;False;False;False;False;True
1330.0;2.95;False;False;True;False;False;False;False;True;False;False;False;False
1430.0;2.95;False;False;True;False;False;False;False;True;False;False;False;False
1530.0;2.25;False;False;True;False;False;False;True;False;False;False;False;False
1730.0;2.35;False;False;True;False;False;False;False;False;False;False;True;False
1030.0;3.05;False;False;True;False;False;False;False;False;False;False;False;True
1630.0;3.05;False;False;True;False;False;False;False;True;False;False;False;False
1830.0;3.05;False;False;True;False;False;False;False;True;False;False;False;False
1130.0;2.35;False;False;True;False;False;False;True;False;False;False;False;False
1330.0;2.45;False;False;True;False;False;False;False;False;False;False;True;False
1430.0;3.15;False;False;True;False;False;False;False;False;False;False;False;True
1530.0;3.15;False;False;True;False;False;False;False;True;False;False;False;False
1630.0;2.65;False;False;True;False;False;False;False;True;False;False;False;False
1930.0;2.15;False;False;True;False;False;False;True;False;False;False;False;False
1230.0;2.25;False;False;True;False;False;False;False;False;False;False;False;True
1430.0;2.35;False;False;True;False;False;False;False;False;False;False;True;False
1530.0;2.45;False;False;True;False;False;False;False;True;False;False;False;False
1630.0;2.55;False;False;True;False;False;False;False;True;False;False;False;False
1730.0;2.45;False;False;True;False;False;False;True;False;False;False;False;False
2030.0;2.65;False;False;True;False;False;False;False;False;False;False;True;False
1330.0;2.85;False;False;True;False;False;False;False;False;False;False;False;True
1530.0;3.05;False;False;True;False;False;False;False;True;False;False;False;False
1630.0;3.25;False;False;True;False;False;False;False;True;False;False;False;False
1730.0;2.45;False;False;True;False;False;False;True;False;False;False;False;False
1830.0;2.55;False;False;True;False;False;False;False;False;False;False;True;False
2130.0;2.65;False;False;True;False;False;False;False;False;False;False;False;True
1430.0;2.75;False;False;True;False;False;False;False;True;False;False;False;False
1630.0;2.85;False;False;True;False;False;False;False;True;False;False;False;False
1730.0;1.95;False;False;True;False;False;False;True;False;False;False;False;False
1830.0;2.05;False;False;True;False;False;False;False;False;False;False;True;False
1930.0;2.15;False;False;True;False;False;False;False;False;False;False;False;True
2230.0;2.25;False;False;True;False;False;False;False;True;False;False;False;False
1530.0;2.35;False;False;True;False;False;False;False;True;False;False;False;False
1450.0;2.9;False;False;True;False;False;False;False;False;False;False;True;False
1650.0;2.9;False;False;True;False;False;False;False;False;False;False;False;True
950.0;2.9;False;False;True;False;False;False;False;True;False;False;False;False
1550.0;2.9;False;False;True;False;False;False;False;True;False;False;False;False
750.0;0.7;False;True;False;False;False;False;False;True;False;False;False;False
950.0;0.9;False;True;False;False;False;False;True;False;False;False;False;False
1250.0;1.2;False;True;False;False;False;False;True;False;False;False;False;False
1250.0;1.2;False;True;False;False;False;False;True;False;False;False;False;False
750.0;0.7;False;True;False;False;False;False;True;False;False;False;False;False
1750.0;2.2;False;False;True;False;False;False;True;False;False;False;False;False
1730.0;2.45;False;False;True;False;False;False;True;False;False;False;False;False
1830.0;2.55;False;False;True;False;False;False;False;False;False;False;True;False
1930.0;2.75;False;False;True;False;False;False;False;False;False;False;False;True
2030.0;2.95;False;False;True;False;False;False;False;True;False;False;False;False
2330.0;3.05;False;False;True;False;False;False;False;True;False;False;False;False
1630.0;3.15;False;False;True;False;False;False;True;False;False;False;False;False
1830.0;2.95;False;False;True;False;False;False;False;False;False;False;True;False
1930.0;3.15;False;False;True;False;False;False;False;False;False;False;False;True
2030.0;3.25;False;False;True;False;False;False;False;True;False;False;False;False
2130.0;3.15;False;False;True;False;False;False;False;True;False;False;False;False
1880.0;1.75;False;True;False;False;False;False;True;False;False;False;False;False
1980.0;1.85;False;True;False;False;False;False;False;True;False;False;False;False
2080.0;2.05;False;False;True;False;False;False;True;False;False;False;False;False
2280.0;2.15;False;False;True;False;False;False;True;False;False;False;False;False
2380.0;2.25;False;False;True;False;False;False;False;False;False;False;True;False
2580.0;3.05;True;False;False;False;False;False;True;False;False;False;False;False
2580.0;3.15;True;False;False;False;False;False;False;False;False;False;False;True
2580.0;3.25;True;False;False;False;False;False;False;False;False;False;True;False
2580.0;3.35;True;False;False;False;False;False;False;True;False;False;False;False
2580.0;3.45;True;False;False;False;False;False;False;True;False;False;False;False
2580.0;3.25;True;False;False;False;False;False;True;False;False;False;False;False
2580.0;3.45;True;False;False;False;False;False;False;False;False;False;True;False
2580.0;3.65;True;False;False;False;False;False;False;False;False;False;False;True
2580.0;3.85;True;False;False;False;False;False;False;True;False;False;False;False
2580.0;4.05;True;False;False;False;False;False;False;True;False;False;False;False
2680.0;4.25;True;False;False;False;False;False;True;False;False;False;False;False
2680.0;4.45;True;False;False;False;False;False;False;False;False;False;True;False
2680.0;4.65;True;False;False;False;False;False;False;False;False;False;False;True
2680.0;4.85;True;False;False;False;False;False;False;True;False;False;False;False
2680.0;5.05;True;False;False;False;False;False;False;True;False;False;False;False
2680.0;4.35;True;False;False;False;False;False;True;False;False;False;False;False
2680.0;4.55;True;False;False;False;False;False;False;False;False;False;True;False
2680.0;4.75;True;False;False;False;False;False;False;False;False;False;False;True
2680.0;4.95;True;False;False;False;False;False;False;True;False;False;False;False
2780.0;3.15;True;False;False;False;False;False;False;True;False;False;False;False
2780.0;3.15;True;False;False;False;False;False;True;False;False;False;False;False
2780.0;3.15;True;False;False;False;False;False;False;False;False;False;True;False
2780.0;3.15;True;False;False;False;False;False;False;False;False;False;False;True
2780.0;3.15;True;False;False;False;False;False;False;True;False;False;False;False
2780.0;3.15;True;False;False;False;False;False;False;True;False;False;False;False
2780.0;3.25;True;False;False;False;False;False;True;False;False;False;False;False
2780.0;3.25;True;False;False;False;False;False;False;False;False;False;True;False
2780.0;3.25;True;False;False;False;False;False;False;False;False;False;False;True
2880.0;3.25;True;False;False;False;False;False;False;True;False;False;False;False
2880.0;3.05;True;False;False;False;False;False;False;True;False;False;False;False
2880.0;3.65;True;False;False;False;False;False;True;False;False;False;False;False
2880.0;3.75;True;False;False;False;False;False;False;False;False;False;False;True
2880.0;3.85;True;False;False;False;False;False;False;False;False;False;True;False
2880.0;3.95;True;False;False;False;False;False;False;True;False;False;False;False
2980.0;4.05;True;False;False;False;False;False;False;True;False;False;False;False
1050.0;3.0;False;False;True;False;False;False;False;False;False;False;True;False
1250.0;3.0;False;False;True;False;False;False;False;False;False;False;False;True
1350.0;3.0;False;False;True;False;False;False;False;True;False;False;False;False
1450.0;3.0;False;False;True;False;False;False;False;True;False;False;False;False
1550.0;2.3;False;False;True;False;False;False;True;False;False;False;False;False
2980.0;3.05;True;False;False;False;False;False;True;False;False;False;False;False
2980.0;3.15;True;False;False;False;False;False;False;False;False;False;True;False
2980.0;3.35;True;False;False;False;False;False;False;False;False;False;False;True
2980.0;3.55;True;False;False;False;False;False;False;True;False;False;False;False
2980.0;3.75;True;False;False;False;False;False;False;True;False;False;False;False
3080.0;3.0;True;False;False;False;False;False;True;False;False;False;False;False
3080.0;3.1;True;False;False;False;False;False;False;False;False;False;True;False
3080.0;3.2;True;False;False;False;False;False;False;False;False;False;False;True
3080.0;3.3;True;False;False;False;False;False;False;True;False;False;False;False
3080.0;3.4;True;False;False;False;False;False;False;True;False;False;False;False
3080.0;3.2;True;False;False;False;False;False;True;False;False;False;False;False
3180.0;3.3;True;False;False;False;False;False;False;False;False;False;True;False
3180.0;3.4;True;False;False;False;False;False;False;False;False;False;False;True
3180.0;3.5;True;False;False;False;False;False;False;True;False;False;False;False
3180.0;3.6;True;False;False;False;False;False;False;True;False;False;False;False
3180.0;3.7;True;False;False;False;False;False;True;False;False;False;False;False
3180.0;3.8;True;False;False;False;False;False;False;False;False;False;True;False
3280.0;4.0;True;False;False;False;False;False;False;False;False;False;False;True
3280.0;4.2;True;False;False;False;False;False;False;True;False;False;False;False
3280.0;3.05;True;False;False;False;False;False;False;True;False;False;False;False
3280.0;3.15;True;False;False;False;False;False;True;False;False;False;False;False
3280.0;3.1;True;False;False;False;False;False;False;False;False;False;True;False
3280.0;3.3;True;False;False;False;False;False;False;False;False;False;False;True
3380.0;3.25;True;False;False;False;False;False;False;True;False;False;False;False
3380.0;3.15;True;False;False;False;False;False;False;True;False;False;False;False
1880.0;1.75;False;True;False;False;False;False;True;False;False;False;False;False
1980.0;1.85;False;True;False;False;False;False;False;True;False;False;False;False
2080.0;2.85;False;False;True;False;False;False;True;False;False;False;False;False
2480.0;3.1;True;False;False;False;False;False;True;False;False;False;False;False
2580.0;3.65;True;False;False;False;False;False;False;False;False;False;True;False
1880.0;1.85;False;True;False;False;False;False;True;False;False;False;False;False
1980.0;1.95;False;False;True;False;False;False;False;True;False;False;False;False
2080.0;2.05;False;False;True;False;False;False;True;False;False;False;False;False
2280.0;2.05;False;False;True;False;False;False;True;False;False;False;False;False
2680.0;3.45;True;False;False;False;False;False;False;False;False;False;True;False
1880.0;1.75;False;True;False;False;False;False;True;False;False;False;False;False
1980.0;1.95;False;False;True;False;False;False;False;True;False;False;False;False
2080.0;2.05;False;False;True;False;False;False;True;False;False;False;False;False
2280.0;2.05;False;False;True;False;False;False;True;False;False;False;False;False
2380.0;2.15;False;False;True;False;False;False;False;False;False;False;True;False
3530.0;3.35;True;False;False;False;False;False;True;False;False;False;False;False
3630.0;3.45;True;False;False;False;False;False;False;False;False;False;False;True
3630.0;3.45;True;False;False;False;False;False;False;False;False;False;False;True
3730.0;3.55;True;False;False;False;False;False;False;False;False;False;True;False
3830.0;3.65;True;False;False;False;True;False;False;False;False;True;False;False
2930.0;2.75;False;False;True;False;False;False;True;False;False;False;False;False
3130.0;2.95;False;False;True;False;False;False;False;False;False;False;False;True
3530.0;3.25;True;False;False;False;False;False;True;False;False;False;False;False
3630.0;3.45;True;False;False;False;False;False;False;False;False;False;False;True
3630.0;3.45;True;False;False;False;False;False;False;False;False;False;True;False
1750.0;2.4;False;False;True;False;False;False;False;False;False;False;True;False
1050.0;3.1;False;False;True;False;False;False;False;False;False;False;False;True
1650.0;3.1;False;False;True;False;False;False;False;True;False;False;False;False
1850.0;3.1;False;False;True;False;False;False;False;True;False;False;False;False
